timestamp;cpu_pct;mem_pct;threads;gpu_util_pct;vram_used_mib
2026-09-11T17:25:31.600649269;0.2;0.6;17;16;1813
2026-09-11T17:25:32.837370252;0.2;0.6;18;5;1813
2026-09-11T17:25:34.506024606;0.2;0.5;18;0;1813
2026-09-11T17:25:36.834435554;0.2;0.5;18;15;1813
2026-09-11T17:25:38.525480407;0.2;0.5;18;0;1813
2026-09-11T17:25:40.772594754;0.3;0.5;18;0;1813
2026-09-11T17:25:44.650190332;0.3;0.5;18;10;1813
2026-09-11T17:25:48.221315555;0.3;0.5;18;3;1813
2026-09-11T17:25:49.597184074;0.3;0.5;18;5;1813
2026-09-11T17:25:50.824456734;0.3;0.5;18;0;1813
2026-09-11T17:25:52.95635072;0.3;0.5;18;0;2299
2026-09-11T17:25:53.461055497;0.3;0.5;18;2;2309
2026-09-11T17:25:54.708001557;0.3;1.0;18;0;2321
2026-09-11T17:25:56.134199468;0.3;1.0;18;0;2321
2026-09-11T17:25:59.45694882;0.3;1.0;18;0;2321
2026-09-11T17:26:00.981516500;0.3;1.0;18;58;2325
2026-09-11T17:26:02.197279730;0.3;1.0;18;89;2327
2026-09-11T17:26:03.410968708;0.3;1.0;18;35;2327
2026-09-11T17:26:04.590989796;0.3;1.0;18;38;2327
2026-09-11T17:26:06.363625565;0.3;1.0;18;34;2327
2026-09-11T17:26:07.529436333;0.3;1.0;18;0;2327
2026-09-11T17:26:08.697324749;0.4;1.0;18;0;2327
2026-09-11T17:26:10.722656756;0.4;1.0;18;0;2327
2026-09-11T17:26:14.57707163;0.3;1.0;18;0;2327
2026-09-11T17:26:15.630692189;0.3;1.0;18;0;2327
2026-09-11T17:26:16.928997042;0.3;1.0;18;0;2327
2026-09-11T17:26:18.142665577;0.4;1.0;18;40;2327
2026-09-11T17:26:19.501538075;0.4;1.0;18;0;2327
2026-09-11T17:26:20.740380064;0.4;1.0;18;0;2327
2026-09-11T17:26:21.954823676;0.3;1.0;18;0;2327
2026-09-11T17:26:23.105036330;0.3;1.0;18;0;2327
2026-09-11T17:26:24.409596293;0.3;1.0;18;0;2327
2026-09-11T17:26:25.669307331;0.3;1.0;18;0;2327
2026-09-11T17:26:26.792279742;0.3;1.0;18;0;2327
2026-09-11T17:26:27.887985335;0.3;1.0;18;0;2327
2026-09-11T17:26:29.44070902;0.3;1.0;18;0;2327
2026-09-11T17:26:30.192367630;0.3;1.0;18;0;2327
2026-09-11T17:26:31.277796962;0.3;1.0;18;0;2327
2026-09-11T17:26:32.653884527;0.3;1.0;18;0;2327
2026-09-11T17:26:33.728198026;0.3;1.0;18;0;2327
2026-09-11T17:26:34.807666326;0.3;1.0;18;0;2327
2026-09-11T17:26:35.878518711;0.3;1.0;18;0;2327
2026-09-11T17:26:36.962138320;0.3;1.0;18;0;2327
2026-09-11T17:26:38.72399701;0.3;1.0;18;0;2327
2026-09-11T17:26:39.142738893;0.3;1.0;18;0;2327
2026-09-11T17:26:40.294995330;0.3;1.0;18;0;2327
2026-09-11T17:26:41.448679329;0.3;1.0;18;0;2327
2026-09-11T17:26:42.543973742;0.3;1.0;18;0;2327
2026-09-11T17:26:43.631339282;0.3;1.0;18;0;2327
2026-09-11T17:26:44.706789453;0.3;1.0;18;0;2327
2026-09-11T17:26:45.784146481;0.3;1.0;18;0;2327
2026-09-11T17:26:46.864315668;0.3;1.0;18;0;2327
2026-09-11T17:26:47.936086290;0.3;1.0;18;0;2327
2026-09-11T17:26:49.59046537;0.3;1.0;18;0;2327
2026-09-11T17:26:50.360627526;0.3;0.9;18;0;2327
2026-09-11T17:26:54.226667475;0.3;1.0;18;1;2327
2026-09-11T17:26:55.406843068;0.3;1.0;18;37;2327
2026-09-11T17:26:56.544499903;0.3;1.0;18;47;2327
2026-09-11T17:26:57.661898117;0.3;1.0;18;0;2327
2026-09-11T17:26:58.863782215;0.3;1.0;18;51;2329
2026-09-11T17:27:00.998357474;0.4;1.0;18;48;2329
2026-09-11T17:27:02.185448267;0.4;1.0;18;46;2329
2026-09-11T17:27:03.447851074;0.4;1.0;18;0;2329
2026-09-11T17:27:04.547233923;0.4;1.0;18;0;2329
2026-09-11T17:27:05.628788702;0.4;1.0;18;0;2329
2026-09-11T17:27:06.869111836;0.4;1.0;18;0;2329
2026-09-11T17:27:07.954535185;0.4;1.0;18;0;2329
2026-09-11T17:27:09.179574822;0.4;1.0;18;0;2329
2026-09-11T17:27:11.296028748;0.4;1.0;18;0;2329
2026-09-11T17:27:12.495356600;0.4;1.0;18;0;2329
2026-09-11T17:27:13.645769557;0.4;1.0;18;0;2329
2026-09-11T17:27:14.933308225;0.4;1.0;18;0;2329
2026-09-11T17:27:16.12450786;0.4;1.0;18;0;2329
2026-09-11T17:27:17.89370895;0.4;1.0;18;0;2329
2026-09-11T17:27:18.159887382;0.4;1.0;18;0;2329
2026-09-11T17:27:19.233872240;0.4;1.0;18;0;2329
2026-09-11T17:27:20.304260404;0.4;1.0;18;0;2329
2026-09-11T17:27:21.369419738;0.3;1.0;18;0;2329
2026-09-11T17:27:22.456003581;0.3;1.0;18;0;2329
2026-09-11T17:27:23.574390277;0.3;1.0;18;0;2329
2026-09-11T17:27:24.681122064;0.3;1.0;18;0;2329
2026-09-11T17:27:25.792640830;0.3;1.0;18;0;2329
2026-09-11T17:27:26.859026816;0.3;1.0;18;0;2329
2026-09-11T17:27:28.167021706;0.3;1.0;18;0;2329
2026-09-11T17:27:29.254859796;0.3;1.0;18;0;2329
2026-09-11T17:27:30.333884297;0.3;1.0;18;0;2329
2026-09-11T17:27:31.412364663;0.3;1.0;18;0;2329
2026-09-11T17:27:32.480606427;0.3;1.0;18;0;2329
2026-09-11T17:27:33.549054660;0.3;1.0;18;0;2329
2026-09-11T17:27:34.669195153;0.3;1.0;18;0;2329
2026-09-11T17:27:35.739919601;0.3;1.0;18;0;2329
2026-09-11T17:27:36.812438574;0.3;1.0;18;0;2329
2026-09-11T17:27:37.883576085;0.3;1.0;18;0;2329
2026-09-11T17:27:38.950694174;0.3;1.0;18;0;2329
2026-09-11T17:27:40.20824764;0.3;1.0;18;0;2329
2026-09-11T17:27:41.185407017;0.3;1.0;18;0;2329
2026-09-11T17:27:42.276770986;0.3;1.0;18;0;2329
2026-09-11T17:27:43.360710761;0.3;1.0;18;0;2329
2026-09-11T17:27:44.432297682;0.3;1.0;18;0;2329
2026-09-11T17:27:45.540622525;0.3;1.0;18;0;2329
2026-09-11T17:27:46.619564199;0.3;1.0;18;0;2329
2026-09-11T17:27:47.695309735;0.3;1.0;18;0;2329
2026-09-11T17:27:48.961022936;0.4;1.0;18;23;2329
2026-09-11T17:27:50.123894153;0.4;1.0;18;37;2329
2026-09-11T17:27:51.252594195;0.4;1.0;18;52;2329
2026-09-11T17:27:52.380064172;0.4;1.0;18;0;2329
2026-09-11T17:27:53.450426606;0.4;1.0;18;0;2329
2026-09-11T17:27:54.520570065;0.4;1.0;18;0;2329
2026-09-11T17:27:55.614297264;0.4;1.0;18;0;2329
2026-09-11T17:27:56.729042904;0.4;1.0;18;0;2329
2026-09-11T17:27:57.797655427;0.4;1.0;18;0;2329
2026-09-11T17:27:58.887947298;0.4;1.0;18;0;2329
2026-09-11T17:27:59.969779153;0.4;1.0;18;0;2329
2026-09-11T17:28:01.42938875;0.4;1.0;18;0;2329
2026-09-11T17:28:02.120848125;0.4;1.0;18;0;2329
2026-09-11T17:28:03.194498811;0.4;1.0;18;0;2329
2026-09-11T17:28:04.264356854;0.4;1.0;18;0;2329
2026-09-11T17:28:05.334971310;0.4;1.0;18;0;2329
2026-09-11T17:28:06.418216082;0.4;1.0;18;0;2329
2026-09-11T17:28:07.497368334;0.4;1.0;18;0;2329
2026-09-11T17:28:08.570119695;0.4;1.0;18;0;2329
2026-09-11T17:28:09.651247485;0.4;1.0;18;0;2329
2026-09-11T17:28:10.746204315;0.4;1.0;18;0;2329
2026-09-11T17:28:11.813614356;0.4;1.0;18;0;2329
2026-09-11T17:28:12.887429160;0.4;1.0;18;0;2329
2026-09-11T17:28:13.971490418;0.4;1.0;18;0;2329
2026-09-11T17:28:15.240022168;0.4;1.0;18;0;2329
2026-09-11T17:28:16.316484185;0.3;1.0;18;0;2329
2026-09-11T17:28:17.386705671;0.3;1.0;18;0;2329
2026-09-11T17:28:18.539881124;0.3;1.0;18;0;2329
2026-09-11T17:28:19.643823519;0.3;1.0;18;0;2329
2026-09-11T17:28:20.710983689;0.3;1.0;18;0;2329
2026-09-11T17:28:21.833679748;0.3;1.0;18;0;2329
2026-09-11T17:28:22.923397102;0.3;1.0;18;0;2329
2026-09-11T17:28:24.984900;0.3;1.0;18;0;2329
2026-09-11T17:28:25.85252127;0.3;1.0;18;0;2329
2026-09-11T17:28:26.187665677;0.3;1.0;18;0;2329
2026-09-11T17:28:27.259610600;0.3;1.0;18;0;2329
2026-09-11T17:28:28.336528514;0.3;1.0;18;0;2329
2026-09-11T17:28:29.417638009;0.3;1.0;18;0;2329
2026-09-11T17:28:30.484408841;0.3;1.0;18;0;2329
2026-09-11T17:28:31.568760559;0.3;1.0;18;0;2329
2026-09-11T17:28:32.649219121;0.3;1.0;18;0;2329
2026-09-11T17:28:33.729375483;0.3;1.0;18;0;2329
2026-09-11T17:28:34.802150375;0.3;1.0;18;0;2329
2026-09-11T17:28:35.880896272;0.3;1.0;18;0;2329
2026-09-11T17:28:36.958752447;0.3;1.0;18;0;2329
2026-09-11T17:28:38.46827580;0.3;1.0;18;0;2329
2026-09-11T17:28:39.111962688;0.3;0.7;18;64;2329
2026-09-11T17:28:40.340938599;0.3;0.7;18;14;2329
2026-09-11T17:28:41.600305721;0.3;0.7;18;35;2329
2026-09-11T17:28:42.729320713;0.4;0.7;18;32;2329
2026-09-11T17:28:43.873886805;0.4;0.7;18;0;2329
2026-09-11T17:28:44.999793246;0.4;0.7;18;0;2329
2026-09-11T17:28:46.72140387;0.4;0.7;18;0;2329
2026-09-11T17:28:47.147184875;0.4;0.7;18;0;2329
2026-09-11T17:28:48.224905117;0.4;0.7;18;0;2329
2026-09-11T17:28:49.293263136;0.3;0.7;18;0;2329
2026-09-11T17:28:50.363493561;0.3;0.7;18;0;2329
2026-09-11T17:28:51.439976252;0.3;0.7;18;0;2329
2026-09-11T17:28:52.509180818;0.3;0.7;18;0;2329
2026-09-11T17:28:53.587521326;0.3;0.7;18;0;2329
2026-09-11T17:28:54.667516189;0.3;0.7;18;0;2329
2026-09-11T17:28:55.741695788;0.3;0.7;18;0;2329
2026-09-11T17:28:56.820783655;0.3;0.7;18;0;2329
2026-09-11T17:28:57.915662226;0.3;0.7;18;0;2329
2026-09-11T17:28:58.991780625;0.3;0.7;18;0;2329
2026-09-11T17:29:00.76338082;0.3;0.7;18;0;2329
2026-09-11T17:29:01.152517504;0.3;0.7;18;0;2329
2026-09-11T17:29:02.293986925;0.3;0.7;18;0;2329
2026-09-11T17:29:03.384875413;0.3;0.7;18;0;2329
2026-09-11T17:29:04.515386045;0.3;0.7;18;0;2329
2026-09-11T17:29:05.613563979;0.3;0.7;18;0;2329
2026-09-11T17:29:06.733566966;0.3;0.7;18;0;2329
2026-09-11T17:29:07.857246024;0.3;0.7;18;0;2329
2026-09-11T17:29:08.945565549;0.3;0.7;18;0;2329
2026-09-11T17:29:10.97956028;0.3;0.7;18;48;2329
2026-09-11T17:29:11.249415409;0.4;0.7;18;41;2329
2026-09-11T17:29:12.384029116;0.4;0.7;18;40;2329
2026-09-11T17:29:13.544406230;0.4;0.7;18;29;2329
2026-09-11T17:29:14.699700219;0.4;0.7;18;43;2329
2026-09-11T17:29:15.872895708;0.4;0.7;18;35;2329
2026-09-11T17:29:17.40696802;0.4;0.7;18;40;2329
2026-09-11T17:29:18.212324989;0.4;0.7;18;35;2329
2026-09-11T17:29:19.351406867;0.4;0.7;18;49;2329
2026-09-11T17:29:20.469856141;0.4;0.7;18;48;2329
2026-09-11T17:29:21.630197286;0.4;0.7;18;46;2329
2026-09-11T17:29:22.751476550;0.4;0.7;18;44;2329
2026-09-11T17:29:23.857980073;0.4;0.7;18;47;2329
2026-09-11T17:29:24.969592871;0.4;0.7;18;41;2329
2026-09-11T17:29:26.127465341;0.4;0.7;18;47;2329
2026-09-11T17:29:27.242941362;0.4;0.7;18;47;2329
2026-09-11T17:29:28.363526388;0.4;0.7;18;31;2329
2026-09-11T17:29:29.521086325;0.4;0.7;18;35;2329
2026-09-11T17:29:30.702531188;0.4;0.7;18;27;2329
2026-09-11T17:29:31.877932466;0.4;0.7;18;32;2329
2026-09-11T17:29:33.56328173;0.4;0.7;18;38;2329
2026-09-11T17:29:34.199100552;0.4;0.7;18;12;2329
2026-09-11T17:29:35.274654708;0.4;0.7;18;0;2329
2026-09-11T17:29:36.356730344;0.4;0.7;18;0;2329
2026-09-11T17:29:37.526169670;0.4;0.7;18;0;2329
2026-09-11T17:29:38.610125876;0.4;0.7;18;0;2329
2026-09-11T17:29:39.685501373;0.4;0.7;18;0;2329
2026-09-11T17:29:40.770473687;0.4;0.7;18;0;2329
2026-09-11T17:29:41.837560485;0.4;0.7;18;0;2329
2026-09-11T17:29:42.910758198;0.4;0.7;18;0;2329
2026-09-11T17:29:43.984280936;0.4;0.7;18;0;2329
2026-09-11T17:29:45.69331182;0.4;0.7;18;0;2329
2026-09-11T17:29:46.139417779;0.4;0.7;18;0;2329
2026-09-11T17:29:47.208604145;0.4;0.7;18;0;2329
2026-09-11T17:29:48.322218355;0.4;0.7;18;89;2329
2026-09-11T17:29:49.431482765;0.4;0.7;18;95;2329
2026-09-11T17:29:50.550888351;0.4;0.7;18;87;2329
2026-09-11T17:29:51.699827368;0.4;0.7;18;37;2329
2026-09-11T17:29:52.815577748;0.4;0.7;18;40;2329
2026-09-11T17:29:53.922576715;0.4;0.7;18;50;2329
2026-09-11T17:29:55.42680160;0.4;0.7;18;47;2329
2026-09-11T17:29:56.136347255;0.4;0.7;18;48;2329
2026-09-11T17:29:57.242664344;0.4;0.7;18;47;2329
2026-09-11T17:29:58.351601816;0.4;0.7;18;48;2329
2026-09-11T17:29:59.457620882;0.4;0.7;18;47;2329
2026-09-11T17:30:00.565528584;0.4;0.7;18;47;2329
2026-09-11T17:30:01.668752090;0.4;0.7;18;50;2329
2026-09-11T17:30:02.845799402;0.4;0.7;18;42;2329
2026-09-11T17:30:03.977635419;0.4;0.7;18;47;2329
2026-09-11T17:30:05.91030854;0.4;0.7;18;40;2329
2026-09-11T17:30:06.197204159;0.4;0.7;18;43;2329
2026-09-11T17:30:07.303106608;0.4;0.7;18;47;2329
2026-09-11T17:30:08.396024278;0.4;0.7;18;46;2329
2026-09-11T17:30:09.499699304;0.4;0.7;18;47;2329
2026-09-11T17:30:10.601269807;0.4;0.7;18;47;2329
2026-09-11T17:30:11.712800043;0.4;0.7;18;47;2329
2026-09-11T17:30:12.827746321;0.4;0.7;18;34;2329
2026-09-11T17:30:13.988916905;0.4;0.7;18;41;2329
2026-09-11T17:30:15.183579256;0.4;0.7;18;47;2329
2026-09-11T17:30:16.305650265;0.4;0.7;18;43;2329
2026-09-11T17:30:17.418231854;0.4;0.7;18;42;2329
2026-09-11T17:30:18.544688582;0.4;0.7;18;41;2329
2026-09-11T17:30:19.653972635;0.4;0.7;18;48;2329
2026-09-11T17:30:20.757029180;0.4;0.7;18;47;2329
2026-09-11T17:30:21.919359584;0.4;0.7;18;45;2329
2026-09-11T17:30:23.33978832;0.4;0.7;18;41;2329
2026-09-11T17:30:24.156000117;0.4;0.7;18;44;2329
2026-09-11T17:30:25.285102569;0.4;0.7;18;47;2329
2026-09-11T17:30:26.403447420;0.4;0.7;18;46;2329
2026-09-11T17:30:27.516127611;0.4;0.7;18;41;2329
2026-09-11T17:30:28.624252776;0.4;0.7;18;51;2329
2026-09-11T17:30:29.729855769;0.4;0.7;18;43;2329
2026-09-11T17:30:30.835617136;0.4;0.7;18;29;2329
2026-09-11T17:30:31.947905422;0.4;0.7;18;41;2329
2026-09-11T17:30:33.61776633;0.4;0.7;18;35;2329
2026-09-11T17:30:34.191171764;0.4;0.7;18;41;2329
2026-09-11T17:30:35.317109267;0.4;0.7;18;35;2329
2026-09-11T17:30:36.453333357;0.4;0.7;18;41;2329
2026-09-11T17:30:37.583828731;0.4;0.7;18;36;2329
2026-09-11T17:30:38.715660829;0.4;0.7;18;40;2329
2026-09-11T17:30:39.829103649;0.4;0.7;18;34;2329
2026-09-11T17:30:40.968208754;0.4;0.7;18;41;2329
2026-09-11T17:30:42.90076402;0.4;0.7;18;34;2329
2026-09-11T17:30:43.241482947;0.4;0.7;18;41;2329
2026-09-11T17:30:44.378730312;0.4;0.7;18;37;2329
2026-09-11T17:30:45.521392813;0.4;0.7;18;34;2329
2026-09-11T17:30:46.696695214;0.4;0.7;18;38;2329
2026-09-11T17:30:48.176195782;0.4;0.7;18;36;2329
2026-09-11T17:30:49.297797347;0.4;0.7;18;34;2329
2026-09-11T17:30:50.444998477;0.4;0.7;18;42;2329
2026-09-11T17:30:51.585607640;0.4;0.7;18;38;2329
2026-09-11T17:30:52.722504239;0.4;0.7;18;25;2329
2026-09-11T17:30:53.922387566;0.4;0.7;18;38;2329
2026-09-11T17:30:55.59984643;0.4;0.7;18;32;2329
2026-09-11T17:30:56.200060479;0.4;0.7;18;41;2329
2026-09-11T17:30:57.332188147;0.4;0.7;18;35;2329
2026-09-11T17:30:58.474369052;0.4;0.7;18;41;2329
2026-09-11T17:30:59.607452224;0.4;0.7;18;34;2329
2026-09-11T17:31:00.805864803;0.4;0.7;18;34;2329
2026-09-11T17:31:01.943451357;0.4;0.7;18;45;2329
2026-09-11T17:31:03.68313994;0.4;0.7;18;32;2329
2026-09-11T17:31:04.222419903;0.4;0.7;18;38;2329
2026-09-11T17:31:05.367750667;0.4;0.7;18;44;2329
2026-09-11T17:31:06.515733135;0.4;0.7;18;19;2329
2026-09-11T17:31:07.693166983;0.4;0.7;18;34;2329
2026-09-11T17:31:08.848274619;0.4;0.7;18;13;2329
2026-09-11T17:31:10.9569242;0.4;0.7;18;41;2329
2026-09-11T17:31:11.147326943;0.4;0.7;18;26;2329
2026-09-11T17:31:12.339568299;0.4;0.7;18;0;2329
2026-09-11T17:31:13.444961971;0.4;0.7;18;0;2329
2026-09-11T17:31:14.569238302;0.4;0.7;18;0;2329
2026-09-11T17:31:15.708920251;0.4;0.7;18;0;2329
2026-09-11T17:31:17.605894960;0.4;0.6;18;0;2329
2026-09-11T17:31:18.874938060;0.4;0.6;18;62;2329
2026-09-11T17:31:21.15492749;0.4;0.6;18;39;2329
2026-09-11T17:31:22.557199560;0.4;0.6;18;27;2329
2026-09-11T17:31:23.765001750;0.4;0.6;18;0;2329
2026-09-11T17:31:25.110920338;0.4;0.6;18;0;2329
2026-09-11T17:31:26.222339819;0.4;0.6;18;0;2329
2026-09-11T17:31:27.397407042;0.4;0.6;18;0;2329
2026-09-11T17:31:28.482684764;0.4;0.6;18;0;2329
2026-09-11T17:31:29.604860776;0.4;0.6;18;0;2329
2026-09-11T17:31:30.676405796;0.4;0.6;18;0;2329
2026-09-11T17:31:31.751037058;0.4;0.6;18;0;2329
2026-09-11T17:31:32.833829382;0.4;0.6;18;0;2329
2026-09-11T17:31:34.173798519;0.4;0.6;18;0;2329
2026-09-11T17:31:35.539658708;0.4;0.6;18;0;2329
2026-09-11T17:31:36.758616251;0.4;0.6;18;0;2329
2026-09-11T17:31:38.6608921;0.4;0.6;18;0;2329
2026-09-11T17:31:39.177687872;0.4;0.6;18;0;2329
2026-09-11T17:31:40.252755787;0.4;0.6;18;0;2329
2026-09-11T17:31:41.321092903;0.4;0.6;18;0;2329
2026-09-11T17:31:42.390089147;0.4;0.6;18;0;2329
2026-09-11T17:31:43.458138881;0.4;0.6;18;0;2329
2026-09-11T17:31:44.705298682;0.4;0.6;18;0;2329
2026-09-11T17:31:45.876190495;0.4;0.6;18;0;2329
2026-09-11T17:31:46.951427884;0.4;0.6;18;0;2329
2026-09-11T17:31:48.24994953;0.4;0.6;18;0;2329
2026-09-11T17:31:49.98183999;0.4;0.6;18;0;2329
2026-09-11T17:31:50.168786929;0.4;0.6;18;0;2329
2026-09-11T17:31:51.306313804;0.4;0.6;18;0;2329
2026-09-11T17:31:52.375395887;0.4;0.6;18;0;2329
2026-09-11T17:31:53.444348500;0.4;0.6;18;0;2329
2026-09-11T17:31:54.524972302;0.4;0.6;18;0;2329
2026-09-11T17:31:55.606450595;0.4;0.6;18;0;2329
2026-09-11T17:31:56.685152989;0.4;0.6;18;0;2329
2026-09-11T17:31:57.827031383;0.4;0.6;18;0;2329
2026-09-11T17:31:58.911705150;0.4;0.6;18;0;2329
2026-09-11T17:31:59.999347400;0.4;0.6;18;0;2329
2026-09-11T17:32:01.88243040;0.4;0.6;18;0;2329
2026-09-11T17:32:02.165973433;0.4;0.6;18;0;2329
2026-09-11T17:32:03.263526855;0.4;0.6;18;0;2329
2026-09-11T17:32:04.348762966;0.4;0.6;18;0;2329
2026-09-11T17:32:05.435304773;0.4;0.6;18;0;2329
2026-09-11T17:32:06.511919629;0.4;0.6;18;0;2329
2026-09-11T17:32:07.593492816;0.4;0.6;18;0;2329
2026-09-11T17:32:08.714708923;0.4;0.6;18;0;2329
2026-09-11T17:32:09.780203986;0.4;0.6;18;0;2329
2026-09-11T17:32:10.986784159;0.4;0.6;18;0;2329
2026-09-11T17:32:12.348895050;0.4;0.6;18;0;2329
2026-09-11T17:32:14.206135119;0.4;0.6;18;0;2329
2026-09-11T17:32:15.881338766;0.4;0.6;18;74;2329
2026-09-11T17:32:17.564788943;0.4;0.6;18;85;2329
2026-09-11T17:32:18.948747306;0.4;0.6;18;33;2329
2026-09-11T17:32:20.566030977;0.4;0.6;18;29;2329
2026-09-11T17:32:22.99468868;0.4;0.6;18;38;2329
2026-09-11T17:32:23.226855281;0.4;0.6;18;40;2329
2026-09-11T17:32:24.386234018;0.4;0.6;18;34;2329
2026-09-11T17:32:25.528814323;0.4;0.6;18;40;2329
2026-09-11T17:32:26.738021783;0.4;0.6;18;34;2329
2026-09-11T17:32:27.872106027;0.4;0.6;18;41;2329
2026-09-11T17:32:29.78564373;0.4;0.6;18;33;2329
2026-09-11T17:32:30.600905320;0.4;0.6;18;40;2329
2026-09-11T17:32:31.778065654;0.4;0.6;18;41;2329
2026-09-11T17:32:32.914909548;0.4;0.6;18;38;2329
2026-09-11T17:32:34.77686299;0.4;0.6;18;39;2329
2026-09-11T17:32:35.360972171;0.4;0.6;18;0;2329
2026-09-11T17:32:36.532584314;0.4;0.6;18;0;2329
2026-09-11T17:32:37.638576774;0.4;0.6;18;0;2329
2026-09-11T17:32:38.717630371;0.4;0.6;18;0;2329
2026-09-11T17:32:41.200619465;0.4;0.6;18;0;2329
2026-09-11T17:32:42.353885598;0.4;0.6;18;0;2329
2026-09-11T17:32:43.575616384;0.4;0.6;18;0;2329
2026-09-11T17:32:44.727788736;0.4;0.6;18;0;2329
2026-09-11T17:32:45.821942130;0.4;0.6;18;0;2329
2026-09-11T17:32:46.931847074;0.4;0.6;18;0;2329
2026-09-11T17:32:48.6715556;0.4;0.6;18;0;2329
2026-09-11T17:32:49.106744117;0.4;0.6;18;0;2329
2026-09-11T17:32:50.232959074;0.4;0.6;18;0;2329
2026-09-11T17:32:51.299339471;0.4;0.6;18;0;2329
2026-09-11T17:32:52.394246346;0.4;0.6;18;0;2329
2026-09-11T17:32:53.963477701;0.4;0.6;18;0;2329
2026-09-11T17:32:55.590745289;0.4;0.6;18;0;2329
2026-09-11T17:32:57.249045780;0.4;0.6;18;0;2329
2026-09-11T17:32:58.607044617;0.4;0.6;18;0;2329
2026-09-11T17:33:00.274676381;0.4;0.6;18;0;2329
2026-09-11T17:33:01.382985358;0.4;0.6;18;0;2329
2026-09-11T17:33:02.695758370;0.4;0.6;18;0;2329
2026-09-11T17:33:03.897707298;0.4;0.6;18;0;2329
2026-09-11T17:33:05.157311222;0.4;0.6;18;0;2329
2026-09-11T17:33:06.432501965;0.4;0.6;18;0;2329
2026-09-11T17:33:07.571409167;0.4;0.6;18;0;2329
2026-09-11T17:33:08.995572052;0.4;0.6;18;0;2329
2026-09-11T17:33:12.695170119;0.4;0.6;18;0;2329
2026-09-11T17:33:16.487979297;0.4;0.6;18;82;2329
2026-09-11T17:33:18.442733130;0.4;0.6;18;73;2329
2026-09-11T17:33:19.705101597;0.4;0.6;18;38;2329
2026-09-11T17:33:21.11149959;0.4;0.6;18;36;2329
2026-09-11T17:33:22.270882411;0.4;0.6;18;40;2329
2026-09-11T17:33:23.417342367;0.4;0.6;18;25;2329
2026-09-11T17:33:24.932301034;0.4;0.6;18;43;2329
2026-09-11T17:33:26.190812600;0.4;0.6;18;38;2329
2026-09-11T17:33:27.629646820;0.4;0.6;18;34;2329
2026-09-11T17:33:28.821118500;0.4;0.6;18;41;2329
2026-09-11T17:33:30.330869748;0.4;0.6;18;45;2329
2026-09-11T17:33:31.451940527;0.4;0.6;18;34;2329
